,Player,Nation,Pos,Squad,Age,90s_played,Goals,Tot_Shot,Shot_On_Target,Shot_Target_Rate,TotalShotPer90,ShotTargetPer90,Goal/TotShot,Goal/ShotTarget,Penalty,Att_Penalty,xG,NoPen_xG,NoPen_xGperShot,Goal-xG,NoPen_Goal-xG
282,Emil Krafth,se SWE,DF,Newcastle Utd,27,0.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
283,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22,23.0,2,43,10,23.3,1.87,0.44,0.05,0.20,0,0,2.6,2.6,0.06,-0.6,-0.6
284,Layvin Kurzawa,fr FRA,DF,Fulham,29,1.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
285,Adam Lallana,eng ENG,"MF,FW",Brighton,34,8.0,2,8,5,62.5,1.00,0.62,0.25,0.40,0,0,0.9,0.9,0.11,+1.1,+1.1
286,Tariq Lamptey,gh GHA,DF,Brighton,21,5.0,0,5,0,0.0,0.99,0.00,0.00,,0,0,0.2,0.2,0.04,-0.2,-0.2
287,Manuel Lanzini,ar ARG,"MF,FW",West Ham,29,2.8,1,3,1,33.3,1.07,0.36,0.33,1.00,0,0,0.5,0.5,0.18,+0.5,+0.5
288,Aymeric Laporte,es ESP,DF,Manchester City,28,11.0,0,10,1,10.0,0.91,0.09,0.00,0.00,0,0,0.5,0.5,0.05,-0.5,-0.5
289,Juan Larios,es ESP,DF,Southampton,18,1.7,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
290,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28,2.4,0,2,0,0.0,0.83,0.00,0.00,,0,0,0.1,0.1,0.05,-0.1,-0.1
291,Roméo Lavia,be BEL,MF,Southampton,18,24.7,1,12,3,25.0,0.49,0.12,0.08,0.33,0,0,0.4,0.4,0.03,+0.6,+0.6
292,Dexter Lembikisa,jm JAM,DF,Wolves,18,0.3,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
293,Mario Lemina,ga GAB,MF,Wolves,28,14.4,0,9,2,22.2,0.62,0.14,0.00,0.00,0,0,0.3,0.3,0.03,-0.3,-0.3
294,Clément Lenglet,fr FRA,DF,Tottenham,27,22.4,0,13,2,15.4,0.58,0.09,0.00,0.00,0,0,1.0,1.0,0.07,-1.0,-1.0
295,Bernd Leno,de GER,GK,Fulham,30,36.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
296,Jefferson Lerma,co COL,MF,Bournemouth,27,36.1,5,35,10,28.6,0.97,0.28,0.14,0.50,0,0,2.6,2.6,0.07,+2.4,+2.4
297,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,24,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
298,Rico Lewis,eng ENG,"DF,MF",Manchester City,17,10.0,0,5,2,40.0,0.50,0.20,0.00,0.00,0,0,0.2,0.2,0.04,-0.2,-0.2
299,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,21,3.6,0,7,2,28.6,1.96,0.56,0.00,0.00,0,0,0.5,0.5,0.07,-0.5,-0.5
300,Victor Lindelöf,se SWE,DF,Manchester Utd,28,15.2,0,3,0,0.0,0.20,0.00,0.00,,0,0,0.3,0.3,0.09,-0.3,-0.3
301,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,29,10.3,0,10,2,20.0,0.98,0.20,0.00,0.00,0,0,1.0,1.0,0.10,-1.0,-1.0
302,Valentino Livramento,eng ENG,"DF,FW",Southampton,19,0.3,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
303,Diego Llorente,es ESP,DF,Leeds United,28,7.2,0,6,0,0.0,0.83,0.00,0.00,,0,0,0.7,0.7,0.12,-0.7,-0.7
304,Hugo Lloris,fr FRA,GK,Tottenham,35,24.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
305,Renan Lodi,br BRA,DF,Nott'ham Forest,24,24.6,0,15,0,0.0,0.61,0.00,0.00,,0,0,1.0,1.0,0.06,-1.0,-1.0
306,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,26,17.1,0,9,2,22.2,0.53,0.12,0.00,0.00,0,0,0.8,0.8,0.09,-0.8,-0.8
307,Sean Longstaff,eng ENG,MF,Newcastle Utd,24,28.0,1,33,7,21.2,1.18,0.25,0.03,0.14,0,0,3.6,3.6,0.11,-2.6,-2.6
308,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
309,Douglas Luiz,br BRA,MF,Aston Villa,24,32.5,6,34,12,35.3,1.05,0.37,0.18,0.50,0,0,2.8,2.8,0.08,+3.2,+3.2
310,Saša Lukić,rs SRB,MF,Fulham,25,4.6,0,5,1,20.0,1.09,0.22,0.00,0.00,0,0,0.1,0.1,0.02,-0.1,-0.1
311,Lyanco,br BRA,DF,Southampton,25,13.1,1,12,4,33.3,0.92,0.31,0.08,0.25,0,0,0.6,0.6,0.05,+0.4,+0.4
312,Alexis Mac Allister,ar ARG,MF,Brighton,23,32.1,10,80,28,35.0,2.49,0.87,0.05,0.14,6,6,12.1,7.3,0.09,-2.1,-3.3
313,James Maddison,eng ENG,"MF,FW",Leicester City,25,27.6,10,83,27,32.5,3.01,0.98,0.11,0.33,1,2,8.7,6.6,0.08,+1.3,+2.4
314,Noni Madueke,eng ENG,FW,Chelsea,20,7.1,1,12,6,50.0,1.68,0.84,0.08,0.17,0,0,0.9,0.9,0.08,+0.1,+0.1
315,Harry Maguire,eng ENG,DF,Manchester Utd,29,8.5,0,3,0,0.0,0.35,0.00,0.00,,0,0,0.3,0.3,0.12,-0.3,-0.3
316,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,31,21.3,5,42,12,28.6,1.97,0.56,0.10,0.33,1,1,5.6,4.8,0.11,-0.6,-0.8
317,Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
318,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,24,15.6,0,1,1,100.0,0.06,0.06,0.00,0.00,0,0,0.0,0.0,0.02,0.0,0.0
319,Tyrell Malacia,nl NED,DF,Manchester Utd,22,15.5,0,5,2,40.0,0.32,0.13,0.00,0.00,0,0,0.2,0.2,0.05,-0.2,-0.2
320,Orel Mangala,be BEL,MF,Nott'ham Forest,24,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,0,0,0.6,0.6,0.06,+0.4,+0.4
321,Javier Manquillo,es ESP,DF,Newcastle Utd,28,0.4,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
322,Sekou Mara,fr FRA,"FW,MF",Southampton,20,6.2,1,17,4,23.5,2.76,0.65,0.06,0.25,0,0,1.0,1.0,0.06,0.0,0.0
323,Solly March,eng ENG,"FW,DF",Brighton,28,30.2,7,74,31,41.9,2.45,1.03,0.09,0.23,0,0,8.1,8.1,0.11,-1.1,-1.1
324,Emiliano Marcondes,dk DEN,MF,Bournemouth,27,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
325,Marquinhos,br BRA,MF,Arsenal,19,0.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
326,Anthony Martial,fr FRA,FW,Manchester Utd,26,10.9,6,26,12,46.2,2.39,1.10,0.19,0.42,1,1,6.2,5.5,0.21,-0.2,-0.5
327,Gabriel Martinelli,br BRA,FW,Arsenal,21,31.0,15,79,30,38.0,2.55,0.97,0.19,0.50,0,0,9.3,9.3,0.12,+5.7,+5.7
328,Emiliano Martínez,ar ARG,GK,Aston Villa,29,34.9,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
329,Lisandro Martínez,ar ARG,DF,Manchester Utd,24,23.5,1,10,1,10.0,0.43,0.04,0.10,1.00,0,0,0.5,0.5,0.05,+0.5,+0.5
330,Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,19,2.4,0,2,0,0.0,0.83,0.00,0.00,,0,0,0.1,0.1,0.03,-0.1,-0.1
331,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25,8.6,2,27,7,25.9,3.16,0.82,0.07,0.29,0,0,3.4,3.4,0.13,-1.4,-1.4
332,Joël Matip,cm CMR,DF,Liverpool,30,12.1,1,5,3,60.0,0.41,0.25,0.20,0.33,0,0,0.7,0.7,0.17,+0.3,+0.3
333,Neal Maupay,fr FRA,FW,Everton,25,12.4,1,32,13,40.6,2.58,1.05,0.03,0.08,0,0,4.8,4.8,0.15,-3.8,-3.8
334,Kevin Mbabu,ch SUI,"DF,FW",Fulham,27,1.6,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
335,Bryan Mbeumo,cm CMR,FW,Brentford,22,32.3,9,70,32,45.7,2.17,0.99,0.11,0.25,1,1,9.8,9.0,0.13,-0.8,-1.0
336,James McArthur,sct SCO,MF,Crystal Palace,34,0.6,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
337,Alex McCarthy,eng ENG,GK,Southampton,32,6.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
338,John McGinn,sct SCO,"MF,FW",Aston Villa,27,29.9,1,42,11,26.2,1.40,0.37,0.02,0.09,0,0,2.4,2.4,0.06,-1.4,-1.4
339,Scott McKenna,sct SCO,DF,Nott'ham Forest,25,17.5,0,2,0,0.0,0.11,0.00,0.00,,0,0,0.1,0.1,0.04,-0.1,-0.1
340,Weston McKennie,us USA,MF,Leeds United,23,16.0,0,13,2,15.4,0.81,0.13,0.00,0.00,0,0,0.8,0.8,0.06,-0.8,-0.8
341,Dwight McNeil,eng ENG,"FW,MF",Everton,22,27.8,7,46,15,32.6,1.66,0.54,0.15,0.47,0,0,3.5,3.5,0.08,+3.5,+3.5
342,Scott McTominay,sct SCO,MF,Manchester Utd,25,12.9,1,13,6,46.2,1.01,0.47,0.08,0.17,0,0,1.9,1.9,0.15,-0.9,-0.9
343,Ben Mee,eng ENG,DF,Brentford,32,36.3,3,28,7,25.0,0.77,0.19,0.11,0.43,0,0,3.2,3.2,0.12,-0.2,-0.2
344,Edouard Mendy,sn SEN,GK,Chelsea,30,9.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
345,Nampalys Mendy,sn SEN,MF,Leicester City,30,8.4,1,2,1,50.0,0.24,0.12,0.50,1.00,0,0,0.1,0.1,0.07,+0.9,+0.9
346,Chris Mepham,wls WAL,DF,Bournemouth,24,24.4,0,8,4,50.0,0.33,0.16,0.00,0.00,0,0,0.7,0.7,0.09,-0.7,-0.7
347,Illan Meslier,fr FRA,GK,Leeds United,22,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,0,0,0.1,0.1,0.12,-0.1,-0.1
348,Alex Mighten,eng ENG,FW,Nott'ham Forest,20,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
349,Lewis Miley,eng ENG,MF,Newcastle Utd,16,0.2,0,1,0,0.0,6.00,0.00,0.00,,0,0,0.1,0.1,0.07,-0.1,-0.1
350,Luka Milivojević,rs SRB,MF,Crystal Palace,31,5.7,0,7,0,0.0,1.23,0.00,0.00,,0,0,0.3,0.3,0.05,-0.3,-0.3
351,James Milner,eng ENG,"MF,DF",Liverpool,36,10.1,0,7,1,14.3,0.69,0.10,0.00,0.00,0,0,0.4,0.4,0.06,-0.4,-0.4
352,Yerry Mina,co COL,DF,Everton,27,6.6,2,8,4,50.0,1.21,0.61,0.25,0.50,0,0,1.5,1.5,0.18,+0.5,+0.5
353,Tyrone Mings,eng ENG,DF,Aston Villa,29,35.0,1,7,2,28.6,0.20,0.06,0.14,0.50,0,0,1.2,1.2,0.17,-0.2,-0.2
354,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22,32.1,0,6,1,16.7,0.19,0.03,0.00,0.00,0,0,0.6,0.6,0.10,-0.6,-0.6
355,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,25,25.8,7,52,21,40.4,2.02,0.82,0.13,0.33,0,0,8.1,8.1,0.16,-1.1,-1.1
356,Aleksandar Mitrović,rs SRB,FW,Fulham,27,22.3,14,85,27,31.8,3.81,1.21,0.12,0.37,4,8,14.9,8.6,0.10,-0.9,+1.4
357,Kieffer Moore,wls WAL,FW,Bournemouth,29,14.2,4,23,8,34.8,1.62,0.56,0.17,0.50,0,0,4.4,4.4,0.19,-0.4,-0.4
358,Andrew Moran,ie IRL,FW,Brighton,18,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
359,Álex Moreno,es ESP,DF,Aston Villa,29,14.8,0,13,3,23.1,0.88,0.20,0.00,0.00,0,0,0.6,0.6,0.05,-0.6,-0.6
360,Mason Mount,eng ENG,"MF,FW",Chelsea,23,18.3,3,33,9,27.3,1.80,0.49,0.09,0.33,0,0,2.0,2.0,0.06,+1.0,+1.0
361,Lucas Moura,br BRA,"MF,DF",Tottenham,29,1.7,1,4,1,25.0,2.35,0.59,0.25,1.00,0,0,0.5,0.5,0.14,+0.5,+0.5
362,João Moutinho,pt POR,MF,Wolves,35,19.8,0,16,3,18.8,0.81,0.15,0.00,0.00,0,0,1.3,1.3,0.08,-1.3,-1.3
363,Divin Mubama,eng ENG,FW,West Ham,17,0.4,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
364,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,21,7.3,0,14,5,35.7,1.92,0.68,0.00,0.00,0,0,1.9,1.9,0.13,-1.9,-1.9
365,Jacob Murphy,eng ENG,FW,Newcastle Utd,27,13.9,4,29,10,34.5,2.09,0.72,0.14,0.40,0,0,3.3,3.3,0.11,+0.7,+0.7
366,Enock Mwepu,zm ZAM,"FW,MF",Brighton,24,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,0,0,0.2,0.2,0.11,-0.2,-0.2
367,Vitaliy Mykolenko,ua UKR,DF,Everton,23,29.5,0,10,3,30.0,0.34,0.10,0.00,0.00,0,0,0.5,0.5,0.05,-0.5,-0.5
368,Keylor Navas,cr CRC,GK,Nott'ham Forest,35,17.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
369,Wilfred Ndidi,ng NGA,MF,Leicester City,25,18.7,0,7,2,28.6,0.38,0.11,0.00,0.00,0,0,0.2,0.2,0.03,-0.2,-0.2
370,Reiss Nelson,eng ENG,FW,Arsenal,22,2.4,3,12,7,58.3,5.09,2.97,0.25,0.43,0,0,1.1,1.1,0.09,+1.9,+1.9
371,Neto,br BRA,GK,Bournemouth,33,26.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
372,Pedro Neto,pt POR,"FW,MF",Wolves,22,10.7,0,17,3,17.6,1.59,0.28,0.00,0.00,0,0,1.1,1.1,0.06,-1.1,-1.1
373,Rúben Neves,pt POR,MF,Wolves,25,33.5,6,63,13,20.6,1.88,0.39,0.05,0.23,3,3,5.2,2.8,0.04,+0.8,+0.2
374,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,26,12.9,0,6,3,50.0,0.46,0.23,0.00,0.00,0,0,0.6,0.6,0.10,-0.6,-0.6
375,Rasmus Nissen,dk DEN,DF,Leeds United,25,21.8,3,13,5,38.5,0.60,0.23,0.23,0.60,0,0,0.8,0.8,0.06,+2.2,+2.2
376,Eddie Nketiah,eng ENG,FW,Arsenal,23,12.1,4,41,14,34.1,3.39,1.16,0.10,0.29,0,0,8.2,8.2,0.20,-4.2,-4.2
377,Matheus Nunes,pt POR,MF,Wolves,23,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,0,0,2.4,2.4,0.09,-1.4,-1.4
378,Darwin Núñez,uy URU,FW,Liverpool,23,18.8,9,84,35,41.7,4.46,1.86,0.11,0.26,0,0,12.1,12.1,0.14,-3.1,-3.1
379,Ethan Nwaneri,eng ENG,FW,Arsenal,15,0.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
380,Christian Nørgaard,dk DEN,MF,Brentford,28,19.6,1,19,8,42.1,0.97,0.41,0.05,0.13,0,0,1.6,1.6,0.08,-0.6,-0.6
381,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,23,6.5,1,7,2,28.6,1.08,0.31,0.14,0.50,0,0,0.3,0.3,0.05,+0.7,+0.7
382,Odeluga Offiah,eng ENG,DF,Brighton,19,0.3,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
383,Angelo Ogbonna,it ITA,DF,West Ham,34,13.7,0,3,0,0.0,0.22,0.00,0.00,,0,0,0.3,0.3,0.09,-0.3,-0.3
384,Michael Olise,fr FRA,"FW,MF",Crystal Palace,20,30.5,2,51,14,27.5,1.67,0.46,0.04,0.14,0,0,2.9,2.9,0.06,-0.9,-0.9
385,Robin Olsen,se SWE,GK,Aston Villa,32,3.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
386,Amadou Onana,be BEL,MF,Everton,20,27.6,1,34,6,17.6,1.23,0.22,0.03,0.17,0,0,3.0,3.0,0.09,-2.0,-2.0
387,Josh Onomah,eng ENG,MF,Fulham,25,0.2,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
388,Paul Onuachu,ng NGA,FW,Southampton,28,4.5,0,11,5,45.5,2.43,1.11,0.00,0.00,0,0,1.3,1.3,0.12,-1.3,-1.3
389,Frank Onyeka,ng NGA,MF,Brentford,24,9.4,0,9,4,44.4,0.96,0.42,0.00,0.00,0,0,1.0,1.0,0.11,-1.0,-1.0
390,Mislav Oršić,hr CRO,MF,Southampton,29,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
391,Stefan Ortega,de GER,GK,Manchester City,29,3.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
392,Dango Ouattara,bf BFA,"MF,FW",Bournemouth,20,13.8,1,26,5,19.2,1.89,0.36,0.04,0.20,0,0,3.6,3.6,0.14,-2.6,-2.6
393,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,28,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,0,0,1.3,1.3,0.19,-0.3,-0.3
394,David Ozoh,eng ENG,FW,Crystal Palace,17,0.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
395,João Palhinha,pt POR,MF,Fulham,27,34.5,3,39,9,23.1,1.13,0.26,0.08,0.33,0,0,2.9,2.9,0.07,+0.1,+0.1
396,Cole Palmer,eng ENG,"MF,FW",Manchester City,20,4.1,0,11,3,27.3,2.68,0.73,0.00,0.00,0,0,1.2,1.2,0.14,-1.2,-1.2
397,Emerson Palmieri,it ITA,DF,West Ham,27,14.7,1,11,5,45.5,0.75,0.34,0.09,0.20,0,0,0.8,0.8,0.07,+0.2,+0.2
398,Lucas Paquetá,br BRA,MF,West Ham,24,23.9,4,52,14,26.9,2.18,0.59,0.06,0.21,1,1,4.4,3.6,0.07,-0.4,-0.6
399,Thomas Partey,gh GHA,MF,Arsenal,29,27.6,3,28,4,14.3,1.01,0.14,0.11,0.75,0,0,2.2,2.2,0.08,+0.8,+0.8
400,Nathan Patterson,sct SCO,"DF,MF",Everton,20,14.2,0,8,1,12.5,0.56,0.07,0.00,0.00,0,0,0.5,0.5,0.06,-0.5,-0.5
401,Ben Pearson,eng ENG,MF,Bournemouth,27,3.2,0,2,1,50.0,0.63,0.31,0.00,0.00,0,0,0.0,0.0,0.02,0.0,0.0
402,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,20,0.7,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
403,Andreas Pereira,br BRA,MF,Fulham,26,29.9,4,61,22,36.1,2.04,0.74,0.05,0.14,1,1,7.3,6.5,0.11,-3.3,-3.5
404,Ricardo Pereira,pt POR,"DF,MF",Leicester City,28,5.0,1,2,1,50.0,0.40,0.20,0.50,1.00,0,0,0.1,0.1,0.06,+0.9,+0.9
405,Ayoze Pérez,es ESP,"MF,FW",Leicester City,29,4.2,0,8,2,25.0,1.88,0.47,0.00,0.00,0,0,1.1,1.1,0.14,-1.1,-1.1
406,Ivan Perišić,hr CRO,"DF,MF",Tottenham,33,23.4,1,29,8,27.6,1.24,0.34,0.03,0.13,0,0,2.6,2.6,0.09,-1.6,-1.6
407,Romain Perraud,fr FRA,DF,Southampton,24,20.4,2,30,6,20.0,1.47,0.29,0.07,0.33,0,0,1.3,1.3,0.04,+0.7,+0.7
408,Máximo Perrone,ar ARG,MF,Manchester City,19,0.2,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
409,Cameron Peupion,au AUS,MF,Brighton,19,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0,0.1,0.1,0.06,-0.1,-0.1
410,Kalvin Phillips,eng ENG,MF,Manchester City,26,3.3,0,6,0,0.0,1.80,0.00,0.00,,0,0,0.3,0.3,0.05,-0.3,-0.3
411,Nathaniel Phillips,eng ENG,DF,Liverpool,25,0.7,0,1,0,0.0,1.36,0.00,0.00,,0,0,0.0,0.0,0.04,0.0,0.0
412,Jordan Pickford,eng ENG,GK,Everton,28,37.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
413,Ethan Pinnock,jm JAM,DF,Brentford,29,30.0,3,15,8,53.3,0.50,0.27,0.20,0.38,0,0,3.0,3.0,0.21,0.0,0.0
414,Daniel Podence,pt POR,"FW,MF",Wolves,26,19.7,6,43,17,39.5,2.19,0.86,0.14,0.35,0,0,3.9,3.9,0.09,+2.1,+2.1
415,Nick Pope,eng ENG,GK,Newcastle Utd,30,36.2,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
416,Pedro Porro,es ESP,"DF,MF",Tottenham,22,12.6,3,26,7,26.9,2.07,0.56,0.12,0.43,0,0,1.8,1.8,0.07,+1.2,+1.2
417,Dennis Praet,be BEL,"MF,FW",Leicester City,28,7.2,1,5,2,40.0,0.69,0.28,0.20,0.50,0,0,1.0,1.0,0.20,0.0,0.0
418,Isaac Price,nir NIR,MF,Everton,18,0.4,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
419,Christian Pulisic,us USA,"FW,DF",Chelsea,23,9.1,1,19,6,31.6,2.08,0.66,0.05,0.17,0,0,1.7,1.7,0.09,-0.7,-0.7
420,Aaron Ramsdale,eng ENG,GK,Arsenal,24,38.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
421,Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,0,0,5.0,5.0,0.15,+1.0,+1.0
422,Marcus Rashford,eng ENG,FW,Manchester Utd,24,32.0,17,108,49,45.4,3.38,1.53,0.16,0.35,0,0,15.4,15.4,0.15,+1.6,+1.6
423,David Raya,es ESP,GK,Brentford,26,38.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,0.1,0.1,0.11,-0.1,-0.1
424,Tim Ream,us USA,DF,Fulham,34,32.2,1,3,2,66.7,0.09,0.06,0.33,0.50,0,0,0.3,0.3,0.09,+0.7,+0.7
425,Nathan Redmond,eng ENG,DF,Southampton,28,0.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
